id,type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/localidad,properties/LocalidadUriDbpedia,properties/numero de bombardeos,properties/fechas,properties/bando,properties/descripcion,properties/fuente,properties/observaciones
122,Feature,Point,-2.934324357205706,43.4134623384989,Gorliz,http://dbpedia.org/resource/Gorliz,1,12/06/1937,Franquista,"La aviación franquista bombardeó la zona de Gorliz, destruyendo algunas casas y dañando el Sanatorio Marino. Según “El Liberal�? no se registraron víctimas. ",El Liberal,
121,Feature,Point,-2.9260212324528654,43.29806765347878,Sondika,http://dbpedia.org/resource/Sondika,17,Desde 24/04/1937 hasta 15/06/1937,Franquista,"Sondika fue bombardeado en 17 ocasiones entre abril y junio de 1937. .  El grupo VB/88 compuesto por aviones de los modelos “Junker Ju52�?, “Dornier Do17�? y “Heinkel He111�?  y el grupo K/88 participaron en los ataques. El centro del pueblo y las carreteras cercanas fueron atacadas y sufrieron daños. No se dispone de datos concretos sobre el número de víctimas que pudieron producir estos bombardeos. Sabemos que en dos de ellos no hubo víctimas. ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  El Liberal  Euzkadi",
120,Feature,Point,-2.9235754002447774,43.17393361288116,Arrankudiaga,http://dbpedia.org/resource/Arrankudiaga,1,15/05/1937,Franquista,La aviación franquista bombardeó la zona de Arrankudiaga lanzando proyectiles de cañón del calibre 21. No se dispone de más información.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi,
137,Feature,Point,-2.997416573157363,43.10279353201038,Luyando,http://dbpedia.org/resource/Luyando,1,01/01/1937,Franquista,"Tras un fallido intento de llegar a Bilbao, la aviación franquista dejó caer algunas bombas sobre Luyando. Una persona murió a consecuencia del bombardeo y otras dos resultaron heridas, siempre según la crónica de ""Euzkadi"".",Euzkadi  El Nervión ,
136,Feature,Point,-2.9973799288127982,43.36440964428395,Berango,http://dbpedia.org/resource/Berango,1,24/04/1937,Franquista,"Berango fue bombardeado el 24 de abril de 1937. Fueron lanzadas 3 bombas que según la crónica de ""El Liberal"" causaron ""algunas víctimas. No se dispone de más información. ","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  El Liberal",
139,Feature,Point,-3.004144698698492,43.321003664991906,Leioa,http://dbpedia.org/resource/Leioa,22,Desde 31/08/1936 hasta 16/05/1937,Franquista,"Leioa fue bombardeado  en 22 ocasiones entre agosto de 1936 y mayo de 1937. Buena parte de estos ataques se centraron en el barrio de Lamiako, cercano a Las Arenas, en Getxo. El barrio de Artaza también fue bombardeado, y la estación de ferrocarril también sufrió daños. En Lamiako, que fue atacado hasta en 20 ocasiones, sufrieron daños la fábrica de vidrios, la zona del campo de aviación y el interior del barrio. Los grupos VB/88, A/88 y J/88 de la aviación alemana tomaron parte al menos en algunos de estos ataques. No se dispone de datos concretos sobre el número de víctimas, aunque no fueron menos de 19.","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  El Liberal  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte  Testimonio de George Steer ",
138,Feature,Point,-2.9998868469564273,43.05358082126767,Amurrio,http://dbpedia.org/resource/Amurrio,2,26/05/1937  31/05/1937,Franquista,La aviación franquista bombardeó Amurrio en dos ocasiones entre el 26 y el 31 de mayo de 1937.  Un caza alemán lanzó desde el aire bombas de mano que causaron un muerto y un número de heridos indefinido en uno de los casos. En el otro ataque no hubo víctimas aunque sí destrozos materiales. ,Euzkadi  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI) ,
141,Feature,Point,-3.00590333604742,43.338779013065626,Getxo,http://dbpedia.org/resource/Getxo,3,24/04/1937  29/04/1937  30/04/1937,Franquista,"La población de Getxo fue bombardeada en tres ocasiones durante el mes de abril de 1937. Las bombas cayeron en diferentes puntos como Negubide, Lertegi y campas de la zona. Aviones de los modelos ""Junker Ju52"" alemanes y ""Fiat Cr.32"" italianos tomaron parte en los ataques. El Gobierno Vasco contabilizó en abril de 1937 21 víctimas consecuencia de los bombardeos, 5 muertos y 16 heridos. ","Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Euzkadi  El Liberal  Testimonio de Mercedes Iribarren ",
140,Feature,Point,-3.0048913991542965,43.338593089732306,Neguri,http://dbpedia.org/resource/Neguri,1,13/05/1937,Franquista,"La aviación franquista bombardeó la zona de Neguri, perteneciente a Getxo. No se registraron víctimas, según ""Euzkadi""",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi,
143,Feature,Point,-3.0100111249938175,42.99443735839283,Orduña (Spanien),http://dbpedia.org/resource/Orduña-Urduña,7,Desde 31/12/1936 hasta 07/06/1937,Franquista,"Orduña fue bombardeado en 7 ocasiones entre diciembre de 1936 y junio de 1937.  Participó en los ataques el grupo de la aviación italiana Lo-1 con aviones de los modelos “Romeo  Ro.37�? y “Savoia Marchetti SM.79�?, y en algunos casos la Legión Condor. Varios edificios del pueblo sufrieron daños de consideración durante los bombardeos. En dos de ellos no hubo víctimas, mientras que no se dispone de información al respecto en los demás casos. ","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi  El Nervión  EL Liberal ",
142,Feature,Point,-3.0092163874940066,43.328771761738636,Areeta,http://dbpedia.org/resource/Areeta,6,Desde 22/04/1937 hasta 13/06/1937,Franquista,"La zona de Areeta, perteneciente a Getxo, fue bombardeada en seis ocasiones entre abril y junio de 1937. Aviones italiano y alemanes tomaron parte en estos ataques. Las zonas del puerto, el centro del pueblo, la carretera que conecta con Portugalete y el convento de los Padres Trinitarios resultaron dañados. Sobre el número de víctimas, se pueden registrar al menos 4, si bien en tres de los ataques no disponemos de información a este respecto. ","Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  El Liberal  Euzkadi",
129,Feature,Point,-2.9510002354509486,43.0081631744596,Uzkiano,http://dbpedia.org/resource/Uzkiano,2,26/05/1937  27/05/1937,Franquista,La aviación franquista bombardeó las posiciones republicanas en Txibiarte,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca (LCIJA)  Euzkadi  El Pensamiento Alavés ,
128,Feature,Point,-2.9473640592157713,43.30383375691087,Erandio,http://dbpedia.org/resource/Erandio,10,Desde 04/01/1937 hasta 15/06/1937,Franquista,"Erandio fue bombardeado en diez ocasiones entre enero y junio de 1937. El barrio de Asúa, las calles de Jado, Ibarra, Obieta, Urioste y San Vicente, la zona del ferrocarril y la iglesia de San Agustín resultaron dañadas y varias casas destruidas completamente. En enero se registraron 17 víctimas, al menos una de ellas mortal. En abril el Gobierno Vasco registró 29 muertos y 37 heridos en Erandio. En mayo la crónica del ""Euzkadi"" habló de 16 heridos en el bombardeo de Erandio. No se dispone de más información al respecto. ","Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Liberal El Noticiero Bilbaíno",
131,Feature,Point,-2.9641676387539366,43.14007551674298,Laudio,http://dbpedia.org/resource/Laudio,2,24/05/1937  14/06/1937,Franquista,"Varios aviones franquistas bombardearon Laudio, cayendo proyectiles en la plaza y en el río. Se produjeron dos ataques, en mayo y en junio. Al menos en el primero no hubo víctimas.",Euzkadi  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA),
130,Feature,Point,-2.954222293380596,43.29742125184578,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,2,14/06/1937  15/06/1937,Franquista,La zona de Asua en Erandio fue bombardeada en dos ocasiones en junio de 1937. No se dispone de información sobre las consecuencias de dichos ataques.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
133,Feature,Point,-2.987751791245489,43.24094818181043,Alonsotegi,http://dbpedia.org/resource/Alonsotegi,3,13/05/1937  13/06/1937  19/06/1937,Franquista,La zona de Alonsotegi fue bombardeada en tres ocasiones entre mayo y junio de 1937. La Legión Condor alemana participó al menos en uno de los ataques. No disponemos de información sobre el número de víctimas que pudieron causar.,Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi,
132,Feature,Point,-2.9815819415142437,43.38073824282397,Sopela,http://dbpedia.org/resource/Sopela,1,23/05/1937,Franquista,La aviación franquista bombardeó el pueblo de Sopela el 23 de mayo de 1937. No se dispone de información sobre las consecuencias del ataque. ,Testimonio de Mercedes Iribarren ,
135,Feature,Point,-2.994945530091461,43.31052264374865,Sestao,http://dbpedia.org/resource/Sestao,6,Desde 04/01/1937 hasta 23/05/1937,Franquista,"Sestao fue bombardeado en seis ocasiones entre enero y mayo de 1937. Las fábricas de “Altos Hornos�?, “Aurrerá�? y “La Naval�?, la zona junto al tren, la campa de San Francisco y la carretera de entrada al pueblo sufrieron daños de consideración, así como las calles y casas del pueblo. También quedaron destruidos completamente varios edificios en las calles Txabarri, Lorenzo Llona e Iberia, así como en los barrios de Vista Alegre y la Unión. Hasta el mes de abril el Gobierno Vasco registró 14 muertos y 18 heridos, a los que habría que sumar los 22 muertos y 80 heridos que se produjeron, según el Secretario General de Gobernación en testimonio dado al ""Euzkadi"" tras el bombardeo del 23 de mayo. No se dispone de más datos a este respecto, por lo que no se puede dar un número exacto de víctimas. ","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  El Liberal  Euzkadi  El Noticiero Bilbaíno",
134,Feature,Point,-2.9910573704621677,43.29494324683427,Barakaldo,http://dbpedia.org/resource/Barakaldo,10,Desde 25/09/1936 hasta 18/06/1937,Franquista,"Barakaldo fue bombardeado por la aviación franquista en 10 ocasiones entre septiembre de 1936 y junio de 1937. Los barrios de Ariz, Lutxana y Burceña fueron objetivo de estos ataques. Más concretamente, sabemos que en uno de los bombardeos resultaron dañadas la cooperativa Bide Onera, los comedores de Asistencia Social y el Matadero Municipal. Sobre el número de víctimas no se tienen datos concretos, pero en abril de 1937 el Gobierno Vasco registró 30 muertos y 22 heridos, a los que habría que sumar algunas víctimas tanto anteriores como posteriores. ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Euzkadi  El Liberal  EL Noticiero Bilbaíno  La Gaceta del Norte  Testimonio de George Steer.",
152,Feature,Point,-3.05541471567653,43.309910346122386,Ortuella,http://dbpedia.org/resource/Ortuella,1,16/06/1937,Franquista,Ortuella fue bombardeado por la aviación franquista el 16 de junio de 1937. No se dispone de información  sobre las consecuencias de dicho ataque.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
153,Feature,Point,-3.0751694127336835,43.31617438145609,Valle de Trápaga-Trapagaran,http://dbpedia.org/resource/Valle_de_Trápaga-Trapagaran,1,08/08/1936,Franquista,"Una avioneta franquista que volaba a unos 1500 metros de altura se acercó hasta la zona soltando propaganda en varios lugares de camino. Después, bombardeo la zona de Gallarta tras pasar por Santurtzi. Hirió a algunas vecinas, sin que se especifique más. En “El Noticiero Bilbaíno�? se habla del bombardeo y de los heridos causados, pero se afirma que no se pudo “confirmar el rumor�?.  ",El Liberal  EL Noticiero Bilbaíno,
154,Feature,Point,-3.097690628715575,43.319234744743106,Abanto-Zierbena,http://dbpedia.org/resource/Abanto-Zierbena,4,Desde 29/04/1937 hasta 17/06/1937,Franquista,El pueblo de Abanto-Zierbena fue bombardeado en cuatro ocasiones entre abril y junio de 1937. En uno de los casos no se produjeron víctimas  no se tiene información al respecto en los demás. ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi  El Liberal,
155,Feature,Point,-3.1188352601008966,43.210839205265565,Zalla,http://dbpedia.org/resource/Zalla,5,Desde 13/05/1937 hasta 25/06/1937,Franquista,Zalla fue bombardeado en cinco ocasiones entre mayo y junio de 1937. En uno de estos bombardeos el barrio de Aranguren resultó dañado. En dos de ellas no hubo ninguna víctimas. No se dispone de información a este respecto en el resto de los casos. La Legión Condor alemana participó en estos ataques. ,Parte de Radios Rojas. (PRR)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Liberal  Euzkadi,
156,Feature,Point,-3.123119390361697,43.322383702931695,Muskiz,http://dbpedia.org/resource/Muskiz,3,13/06/1937  30/06/1937  01/07/1937,Franquista,Muskiz fue bombardeado en tres ocasiones entre junio y julio de 1937. La Legión Condor alemana participó en estos ataques. No se dispone de información sobre el número de víctimas que pudieron causar. ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA),
157,Feature,Point,-3.1300398866632637,43.12158687246922,Artziniega,http://dbpedia.org/resource/Artziniega,1,26/05/1937,Franquista,"La aviación franquista bombardeó la zona de Baratza, en Artziniega. Las crónicas de la época no reflejaron las consecuencias del ataque. ",Euzkadi,
158,Feature,Point,-3.154097401313555,43.26129857874397,Sopuerta,http://dbpedia.org/resource/Sopuerta,2,22/06/1937  25/06/1937,Franquista,Sopuerta fue bombardeado en dos ocasiones en junio de 1937. El barrio de Mercadillo fue especialmente castigado. No se dispone de información sobre las víctimas que pudiera haber habido,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
159,Feature,Point,-3.196915657603684,43.19313831019622,Balmaseda,http://dbpedia.org/resource/Balmaseda,6,Desde 21/06/1937 hasta 14/08/1937,Franquista,Balmaseda fue bombardeado en seis ocasiones entre junio y agosto de 1937. Tanto la Legión Condor alemana como la aviación italiana participaron en varios de estos ataques. No0 se dispone de información sobre las víctimas que pudieron haber causado. ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Estado Mayor del Aire. Operaciones. (EMAO),
144,Feature,Point,-3.010624256663858,43.346996799605435,Algorta,http://dbpedia.org/resource/Algorta,2,13/05/1937  26/05/1937,Franquista,"La aviación franquista bombardeó la zona de Algorta, perteneciente a Getxo,, en dos ocasiones durante el mes de mayo de 1937. En el primero no hubo víctimas, mientras que las crónicas de ""El Liberal"" no especifican nada al respecto en el segundo caso. ",El Liberal,
145,Feature,Point,-3.0152239828870675,43.328536577818994,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,1,21/10/1936,Franquista,"Dos aviones franquistas bombardearon la zona internacional situada en Las Arenas.  Tres de los proyectiles cayeron al mar, cerca de los barcos “Altuna Mendi�? y “Esk�?, así como del Club Marítimo del Abra. Otro cayó en la carretera, frente al cuartel de la Policía Internacional, y otro al lado del Consulado de Perú. En lo que a las víctimas se refiere, oscilan dependiendo de la fuente. Así, en “Euzkadi�?  y “El Nervión�? se contabilizan, dando los nombres de varios de ellos, 8 muertos y 4 heridos. En “El Liberal�? y “El Noticiero Bilbaíno�? y “La Gaceta del Norte�? se mencionan 5 muertos y cuatro heridos graves (2 en el caso de “El Liberal�?). Un artículo publicado en “Euzkadi�? el 8 de noviembre de 1936 mostraba que las bombas lanzadas eran de procedencia alemana.",Euzkadi  El Liberal  El Noticiero Bilbaíno  El Nervión  La Gaceta del Norte  Testimonios de George Steer y Jesús de Luisa,
146,Feature,Point,-3.016924189252101,43.320054413337154,Portugalete,http://dbpedia.org/resource/Portugalete,7,Desde 31/08/1936 hasta 15/06/1937,Franquista,"La zona de Portugalete fue bombardeada en 7 ocasiones entre agosto de 1936 y junio de 1937. Los bombardeos causaron daños en numerosos edificios. El convento de los Carmelitas, el puente de Vizcaya y en las zonas de el Abra, Villanueva y Repelega. Se desconoce el numero total de víctimas, pero sabemos que el Gobierno Vasco contabilizó en abril de 1937 9 víctimas, a las que habría que sumar al menos 3 registradas y un número indeterminado sin registrar en los meses posteriores.","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte.",
147,Feature,Point,-3.0226430960716426,43.223375129650826,Güeñes,http://dbpedia.org/resource/Güeñes,3,14/06/1937  22/06/1937  25/06/1937,Franquista,Güeñes fue bombardeado en tres ocasiones en junio de 1937. La zona de Quadra-Lakabex resultó dañada. La Legión Condor alemana participó al menos en uno de los ataques. No se dispone de información sobre las víctimas que pudieron haber causado.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi,
148,Feature,Point,-3.0283581310332037,43.239681223334024,Zaramillo,http://www.wikidata.org/entity/Q12269215,1,13/06/1937,Franuiqsta,La aviación franquista bombardeó Zaramillo en junio de 1937. La Legión Condor alemana tomó parte en el ataque. No se dispone de información sobre las víctimas que pudiera haber habido. ,Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  testimonio de George Steer,
149,Feature,Point,-3.0322440413706704,43.32938712064132,Santurtzi,http://dbpedia.org/resource/Santurtzi,6,Desde 08/08/1936 hasta 20/05/1937,Franquista,"Santurtzi fue bombardeado al menos en 6 ocasiones durante la guerra civil. Estos ataques sucedieron entre agosto de 1936 y mayo de 1937. Entre las zonas que resultaron dañadas conocemos el puerto, el rompeolas, la iglesia de San Jorge y las zonas de alrededor de la misma. Uno de los ataques no fue un bombardeo aéreo, si no que se realizó desde el barco de guerra ""Velasco"", que intentaba destruir, como también lo intentó la aviación, los depósitos de combustible de ""CAMPSA"" que se hallaban en la zona. No se conoce el número exacto de víctimas de estos seis bombardeos, pero con las que hay documentadas fueron al menos 14.","Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  El Nervión  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte  Testimonio de George Steer",
150,Feature,Point,-3.0372340542555536,42.982246819104496,Txarlazo,http://www.wikidata.org/entity/Q12268336,1,31/05/1937,Franquista,Quince bombarderos y ocho cazas bombardearon las posiciones republicanas en la zona de Txarlazo el 31 de mayo de 1937,Euzkadi,
151,Feature,Point,-3.0378260926275797,43.30429217586893,Trapagaran,http://dbpedia.org/resource/Trapagaran,1,16/06/1937,Franquista,La aviación franquista bombardeó Trapagaran el 16 de junio de 1937. No se dispone de información sobre las consecuencias de este ataque. ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
171,Feature,Point,-1.9908040761072612,43.31469239262327,Donostia-San Sebastián,http://dbpedia.org/resource/Donostia-San_Sebastián,7,Desde 12/08/1936 hasta 11/09/1936,Franquista,"Donostia fue bombardeado en siete ocasiones entre agosto y septiembre de 1936. La zona de Errondo, el balneario de La Perla, las calles San Jerónimo, Embeltrán, Garibay, San Marcial, Easo, Urbieta, Plaza del Centenario,  Amara y Urdaneta, así como  la iglesia de Santa María, los Cuarteles de Loyola y en la bahía de la Concha resultaron dañadas a consecuencia de estos ataques. Además de la aviación, los buques de guerra ""España"" y ""Almirante Cervera"" atacaron también en dos ocasiones. Los destrozo materiales fueron cuantiosos. En cuanto al número de víctimas, no se dispone de una cifra exacta, pero con los registrados habría al menos 11 muertos y 25 heridos. De cuatro de los bombardeos no se tienen datos sobre el número de víctimas.",La Gaceta del Norte  Frente Popular  El Noticiero Bilbaíno  Euzkadi  Testimonio de George Steer ,
170,Feature,Point,-1.9825213901494092,43.314895336995754,Donostia-San Sebastián,http://dbpedia.org/resource/Donostia-San_Sebastián,1,27/09/1936,Republicano,La aviación republicana bombardeó Donostia en Septiembre de 1936. No se dispone de más información. ,El Noticiero Bilbaíno  Euzkadi,
169,Feature,Point,-2.353742281049089,43.29486474679779,Deba River,http://dbpedia.org/resource/Deba_River,2,09/10/1936  24/12/1936,Republicano,La zona de Deba fue bombardeada por la aviación republicana en dos ocasiones entre septiembre y diciembre de 1936. No se dispone de información sobre las consecuencias de estos ataques. ,El Liberal  El Noticiero Bilbaíno  Euzkadi  El Nervión ,
168,Feature,Point,-2.15932976606319,43.13964660268876,Bidania,http://www.wikidata.org/entity/Q969513,1,10/09/1936,Republicano,La aviación republicana bombardeó la zona del pueblo de Bidania. No se dispone de información sobre las consecuencias de dicho ataque. ,El Noticiero Bilbaíno,
175,Feature,Point,-2.486976310831276,43.13743224713822,Elgeta,http://dbpedia.org/resource/Elgeta,3,25/10/1936  30/10/1936  22/12/1936,Republicano,La aviación republicana bombardeó las posiciones franquistas en la zona de Elgeta en tres ocasiones entre octubre y diciembre de 1936. No se dispone de información sobe las consecuencias de estos ataques. ,Euzkadi  El Liberal  El Noticiero Bilbaíno,
174,Feature,Point,-2.486235996395036,43.13912326862013,Elgeta,http://dbpedia.org/resource/Elgeta,8,Desde 08/10/1936 hasta 24/04/1937,Franquista,"La aviación franquista bombardeó Elgeta en ocho ocasiones. Los daños materiales fueron cuantiosos. En abril de 1937, el comandante de la Legión Condor Richtofen escribió: “ Elgeta, de la que se encargaron totalmente los italianos el día 23, presenta un aspecto horroroso. Muy buenos efectos del bombardeo, los impactos cayeron muy apretadamente. Mejor que entre nosotros. Cuando ellos encuentran objetivo y atinan lo cual no ocurre a menudo, no vuelve a crecer la hierba.�? Al visitar el día 26 Elgeta escribió: “Todavía examinamos Elgeta a fondo. Impresión de un magnífico efecto de los bombardeos italianos, plenamente confirmada mediante un examen más preciso�?. No se tiene datos sobre el número de víctimas que pudieron causar estos bombardeos.  ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  El Liberal  El Noticiero Bilbaíno  Euzkadi  El Nervión  Testimonio de George Steer",
