LOCALIDAD;NUMERO DE BOMBARDEOS;FECHAS;XETRS89;YETRS89;BANDO;DESCRIPCIÓN;FUENTE;OBSERVACIONES;;
Leioa;22;Desde 31/08/1936 hasta 16/05/1937;499663.9364;4796462.719;Franquista;Leioa fue bombardeado  en 22 ocasiones entre agosto de 1936 y mayo de 1937. Buena parte de estos ataques se centraron en el barrio de Lamiako, cercano a Las Arenas, en Getxo. El barrio de Artaza también fue bombardeado, y la estación de ferrocarril también sufrió daños. En Lamiako, que fue atacado hasta en 20 ocasiones, sufrieron daños la fábrica de vidrios, la zona del campo de aviación y el interior del barrio. Los grupos VB/88, A/88 y J/88 de la aviación alemana tomaron parte al menos en algunos de estos ataques. No se dispone de datos concretos sobre el número de víctimas, aunque no fueron menos de 19.;IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el ?caso Guernica?, Sedmay, Madrid, 1976, pp. 98-132.  Aviazione Legionaria. Comando Base Aerea Salamanca. Attività di Volo. (ALAVO)  El Liberal  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte  Testimonio de George Steer ;;;
Neguri;1;13/05/1937;499603.5063;4798416.111;Franquista;La aviación franquista bombardeó la zona de Neguri, perteneciente a Getxo. No se registraron víctimas, según "Euzkadi";Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi;;;
Getxo;3;24/04/1937  29/04/1937  30/04/1937;499521.4808;4798436.764;Franquista;La población de Getxo fue bombardeada en tres ocasiones durante el mes de abril de 1937. Las bombas cayeron en diferentes puntos como Negubide, Lertegi y campas de la zona. Aviones de los modelos "Junker Ju52" alemanes y "Fiat Cr.32" italianos tomaron parte en los ataques. El Gobierno Vasco contabilizó en abril de 1937 21 víctimas consecuencia de los bombardeos, 5 muertos y 16 heridos. ;Comando Aviazione Legionaria. Jefatura del?Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Euzkadi  El Liberal  Testimonio de Mercedes Iribarren ;;;
Areeta;6;Desde 22/04/1937 hasta 13/06/1937;499252.8051;4797325.435;Franquista;La zona de Areeta, perteneciente a Getxo, fue bombardeada en seis ocasiones entre abril y junio de 1937. Aviones italiano y alemanes tomaron parte en estos ataques. Las zonas del puerto, el centro del pueblo, la carretera que conecta con Portugalete y el convento de los Padres Trinitarios resultaron dañados. Sobre el número de víctimas, se pueden registrar al menos 4, si bien en tres de los ataques no disponemos de información a este respecto. ;Aviazione Legionaria. Comando Base Aerea Salamanca. Attività di Volo. (ALAVO)  Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  El Liberal  Euzkadi;;;
Orduña;7;Desde 31/12/1936 hasta 07/06/1937;499183.9361;4760197.123;Franquista;Orduña fue bombardeado en 7 ocasiones entre diciembre de 1936 y junio de 1937.  Participó en los ataques el grupo de la aviación italiana Lo-1 con aviones de los modelos ?Romeo  Ro.37? y ?Savoia Marchetti SM.79?, y en algunos casos la Legión Condor. Varios edificios del pueblo sufrieron daños de consideración durante los bombardeos. En dos de ellos no hubo víctimas, mientras que no se dispone de información al respecto en los demás casos. ;Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Comando Aviazione Legionaria. Jefatura del?Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attività di Volo. (ALAVO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi  El Nervión  EL Liberal ;;;
Algorta;2;13/05/1937  26/05/1937;499138.9233;4799349.428;Franquista;La aviación franquista bombardeó la zona de Algorta, perteneciente a Getxo,, en dos ocasiones durante el mes de mayo de 1937. En el primero no hubo víctimas, mientras que las crónicas de "El Liberal" no especifican nada al respecto en el segundo caso. ;El Liberal;;;
Bombardeo de la Zona Internacional en Las Arenas;1;21/10/1936;498765.75;4797299.388;Franquista;Dos aviones franquistas bombardearon la zona internacional situada en Las Arenas.  Tres de los proyectiles cayeron al mar, cerca de los barcos ?Altuna Mendi? y ?Esk?, así como del Club Marítimo del Abra. Otro cayó en la carretera, frente al cuartel de la Policía Internacional, y otro al lado del Consulado de Perú. En lo que a las víctimas se refiere, oscilan dependiendo de la fuente. Así, en ?Euzkadi?  y ?El Nervión? se contabilizan, dando los nombres de varios de ellos, 8 muertos y 4 heridos. En ?El Liberal? y ?El Noticiero Bilbaíno? y ?La Gaceta del Norte? se mencionan 5 muertos y cuatro heridos graves (2 en el caso de ?El Liberal?). Un artículo publicado en ?Euzkadi? el 8 de noviembre de 1936 mostraba que las bombas lanzadas eran de procedencia alemana.;Euzkadi  El Liberal  El Noticiero Bilbaíno  El Nervión  La Gaceta del Norte  Testimonios de George Steer y Jesús de Luisa;;;
Portugalete;7;Desde 31/08/1936 hasta 15/06/1937;498627.7187;4796357.431;Franquista;La zona de Portugalete fue bombardeada en 7 ocasiones entre agosto de 1936 y junio de 1937. Los bombardeos causaron daños en numerosos edificios. El convento de los Carmelitas, el puente de Vizcaya y en las zonas de el Abra, Villanueva y Repelega. Se desconoce el numero total de víctimas, pero sabemos que el Gobierno Vasco contabilizó en abril de 1937 9 víctimas, a las que habría que sumar al menos 3 registradas y un número indeterminado sin registrar en los meses posteriores.;Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Aviazione Legionaria. Comando Base Aerea Salamanca. Attività di Volo. (ALAVO)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte.;;;
Güeñes;3;14/06/1937  22/06/1937  25/06/1937;498161.0983;4785620.959;Franquista;Güeñes fue bombardeado en tres ocasiones en junio de 1937. La zona de Quadra-Lakabex resultó dañada. La Legión Condor alemana participó al menos en uno de los ataques. No se dispone de información sobre las víctimas que pudieron haber causado.;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi;;;
Zaramillo;1;13/06/1937;497697.5801;4787431.938;Franuiqsta;La aviación franquista bombardeó Zaramillo en junio de 1937. La Legión Condor alemana tomó parte en el ataque. No se dispone de información sobre las víctimas que pudiera haber habido. ;Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  testimonio de George Steer;;;
Santurtzi;6;Desde 08/08/1936 hasta 20/05/1937;497385.9237;4797394.237;Franquista;Santurtzi fue bombardeado al menos en 6 ocasiones durante la guerra civil. Estos ataques sucedieron entre agosto de 1936 y mayo de 1937. Entre las zonas que resultaron dañadas conocemos el puerto, el rompeolas, la iglesia de San Jorge y las zonas de alrededor de la misma. Uno de los ataques no fue un bombardeo aéreo, si no que se realizó desde el barco de guerra "Velasco", que intentaba destruir, como también lo intentó la aviación, los depósitos de combustible de "CAMPSA" que se hallaban en la zona. No se conoce el número exacto de víctimas de estos seis bombardeos, pero con las que hay documentadas fueron al menos 14.;Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  El Nervión  El Noticiero Bilbaíno  Euzkadi  Frente Popular  La Gaceta del Norte  Testimonio de George Steer;;;
Txarlazo;1;31/05/1937;496964.24;4758844.011;Franquista;Quince bombarderos y ocho cazas bombardearon las posiciones republicanas en la zona de Txarlazo el 31 de mayo de 1937;Euzkadi;;;
Trapagaran;1;16/06/1937;496932.1156;4794607.521;Franquista;La aviación franquista bombardeó Trapagaran el 16 de junio de 1937. No se dispone de información sobre las consecuencias de este ataque. ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO);;;
Ortuella;1;16/06/1937;495506.0046;4795232.239;Franquista;Ortuella fue bombardeado por la aviación franquista el 16 de junio de 1937. No se dispone de información  sobre las consecuencias de dicho ataque.;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO);;;
Gallarta;1;08/08/1936;493904.5739;4795929.14;Franquista;Una avioneta franquista que volaba a unos 1500 metros de altura se acercó hasta la zona soltando propaganda en varios lugares de camino. Después, bombardeo la zona de Gallarta tras pasar por Santurtzi. Hirió a algunas vecinas, sin que se especifique más. En ?El Noticiero Bilbaíno? se habla del bombardeo y de los heridos causados, pero se afirma que no se pudo ?confirmar el rumor?.  ;El Liberal  EL Noticiero Bilbaíno;;;
Abanto-Zierbena;4;Desde 29/04/1937 hasta 17/06/1937;492078.7444;4796270.897;Franquista;El pueblo de Abanto-Zierbena fue bombardeado en cuatro ocasiones entre abril y junio de 1937. En uno de los casos no se produjeron víctimas  no se tiene información al respecto en los demás. ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi  El Liberal;;;
Zalla;5;Desde 13/05/1937 hasta 25/06/1937;490347.1177;4784235.418;Franquista;Zalla fue bombardeado en cinco ocasiones entre mayo y junio de 1937. En uno de estos bombardeos el barrio de Aranguren resultó dañado. En dos de ellas no hubo ninguna víctimas. No se dispone de información a este respecto en el resto de los casos. La Legión Condor alemana participó en estos ataques. ;Parte de Radios Rojas. (PRR)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Liberal  Euzkadi;;;
Muskiz;3;13/06/1937  30/06/1937  01/07/1937;490017.3658;4796623.329;Franquista;Muskiz fue bombardeado en tres ocasiones entre junio y julio de 1937. La Legión Condor alemana participó en estos ataques. No se dispone de información sobre el número de víctimas que pudieron causar. ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA);;;
Beratza (Artziniega);1;26/05/1937;489421.5861;4774325.161;Franquista;La aviación franquista bombardeó la zona de Baratza, en Artziniega. Las crónicas de la época no reflejaron las consecuencias del ataque. ;Euzkadi;;;
Sopuerta;2;22/06/1937  25/06/1937;487493.1288;4789843.75;Franquista;Sopuerta fue bombardeado en dos ocasiones en junio de 1937. El barrio de Mercadillo fue especialmente castigado. No se dispone de información sobre las víctimas que pudiera haber habido;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO);;;
Balmaseda;6;Desde 21/06/1937 hasta 14/08/1937;484000.0904;4782281.659;Franquista;Balmaseda fue bombardeado en seis ocasiones entre junio y agosto de 1937. Tanto la Legión Condor alemana como la aviación italiana participaron en varios de estos ataques. No0 se dispone de información sobre las víctimas que pudieron haber causado. ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Estado Mayor del Aire. Operaciones. (EMAO);;;
Artzentales;5;Desde 22/06/1937 hasta 02/07/1937;481194.6251;4787298.497;Franquista;Artzentales fue bombardeado en cinco ocasiones entre junio y julio de 1937. La zona de Traslaviña fue especialmente castigada. La Legión Condor alemana participó en varios de estos bombardeos, y la aviación italiana la menos en uno. No se dispone de información sobre el número de víctimas que pudo haber.;Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attività di Volo. (ALAVO);;;
Karrantza;5;Desde 17/06/1937 hasta 02/07/1937;470462.8224;4787756.796;Franquista;La aviación franquista bombardeó la zona de Karrantza en cinco ocasiones entre junio y julio de 1937. La Legión Condor alemana participó en todos estos ataques, mientras que la aviación italiana lo hizo al menos en una ocasión. El barrio de Molinar fue especialmente castigado por estos bombardeos. No disponemos de información sobre el número de víctimas que pudieron causar.  ;Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Testimonio de Mercedes Iribarren ;;;
Angiozar;1;17/12/1936;542909.7166;4773576.862;Franquista;La aviación franquista bombardeó la zona de Angiozar, perteneciente a Bergara, el 176 de diciembre de 1936. No se dispone de información al respecto de las consecuencias de este ataque;Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI);;;
Angiozar;3;30/10/1936  17/12/1936  19/12/1936;542951;4773563;Republicano;La aviación republicana bombardeó la zona de Angiozar, perteneciente a Begara, en tres ocasiones entre octubre y diciembre de 1936. Hubo daños materiales de importancia, quedando la zona de la plaza destruida. No se dispone de información sobre el número de víctimas que pudiera haber habido. ;El Liberal  El Noticiero Bilbaíno  La Gaceta del Norte  El Nervión  Euzkadi;;;
Arrasate;8;Desde 26/10/1936 hasta 24/04/1937;539563.807;4769611.859;Franquista;La aviación franquista bombardeó la zona de Arrasate en ocho ocasiones. Las zonas de Udala y Maitena resultaron especialmente dañadas. Se desconoce el número de víctimas que pudieron causar estos ataques. La Legión Condor alemana participó en los mismos.;Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi  El Noticiero Bilbaíno;;;
Arrasate;3;21/10/1936  17/12/1936  19/12/1936;541799.6576;4768265.12;Republicano;La aviación republicana bombardeó Arrasate en tres ocasiones entre octubre y diciembre de 1936. Las zonas de Santa Bárbara y Kurtze Txiki fueron dañadas en estos ataques, y varios edificios fueron destruidos. ;El Liberal  El Noticiero Bilbaíno  Euzkadi  La Gaceta del Norte  El Nervión ;;;
Bergara;1;28/12/1936;547742.1873;4773818.03;Franquista;Un bimotor ?Dragón?, al ser derribado por aviones republicanos en un combate aéreo, soltó las bombas que llevaba sobre la población de Bergara, según la crónica de "El Liberal";El Liberal;;;
Bergara;4;Desde 05/10/1936 hasta 09/04/1937;547840;4774221;Republicano;Bergara fue bombardeado por la aviación republicana en cuatro ocasiones. Las crónicas periodísticas afirman que se atacaron objetivos militares. No se dispone de información sobre las consecuencias de estos ataques.;El Liberal  Euzkadi  El Nervión;;;
Bidania;1;10/09/1936;568366.4266;4776665.467;Republicano;La aviación republicana bombardeó la zona del pueblo de Bidania. No se dispone de información sobre las consecuencias de dicho ataque. ;El Noticiero Bilbaíno;;;
Deba;2;09/10/1936  24/12/1936;552422.8846;4793762.617;Republicano;La zona de Deba fue bombardeada por la aviación republicana en dos ocasiones entre septiembre y diciembre de 1936. No se dispone de información sobre las consecuencias de estos ataques. ;El Liberal  El Noticiero Bilbaíno  Euzkadi  El Nervión ;;;
Donostia-San Sebastian;1;27/09/1936;582508.4989;4796286.955;Republicano;La aviación republicana bombardeó Donostia en Septiembre de 1936. No se dispone de más información. ;El Noticiero Bilbaíno  Euzkadi;;;
Donostia-San Sebastian;7;Desde 12/08/1936 hasta 11/09/1936;581837.1146;4796256.267;Franquista;Donostia fue bombardeado en siete ocasiones entre agosto y septiembre de 1936. La zona de Errondo, el balneario de La Perla, las calles San Jerónimo, Embeltrán, Garibay, San Marcial, Easo, Urbieta, Plaza del Centenario,  Amara y Urdaneta, así como  la iglesia de Santa María, los Cuarteles de Loyola y en la bahía de la Concha resultaron dañadas a consecuencia de estos ataques. Además de la aviación, los buques de guerra "España" y "Almirante Cervera" atacaron también en dos ocasiones. Los destrozo materiales fueron cuantiosos. En cuanto al número de víctimas, no se dispone de una cifra exacta, pero con los registrados habría al menos 11 muertos y 25 heridos. De cuatro de los bombardeos no se tienen datos sobre el número de víctimas.;La Gaceta del Norte  Frente Popular  El Noticiero Bilbaíno  Euzkadi  Testimonio de George Steer ;;;
Igeldo y San Marcos;1;06/08/1936;580306.1931;4796981.418;Franquista;Un avión sobrevoló la zona arrojando dos bombas en Igeldo y otras dos en San Marcos. Las arrojadas en Igeldo tenían la intención de destruir las antenas de radio que allí había. Se produjeron daños materiales de escasa gravedad en ambos lugares. No hubo víctimas.;Frente Popular  El Liberal  La Gaceta del Norte;;;
Eibar;18;Desde 29/08/1936 hasta 25/04/1937;543441.9605;4781634.892;Franquista;Eibar fue bombardeado en 18 ocasiones, 14 de ellas entre septiembre y noviembre de 1936 y las otras en abril de 1937. Fue una de las poblaciones más castigadas de Gipuzkoa. Los daños materiales fueron muy importantes, tanto en el casco urbano como en las afueras y en las carreteras adyacentes. Barrios como Jardines y Arragueta sufrieron grandes destrozos, y edificios como la estación, fábricas de la zona fabril, la Casa del Pueblo, la Aberri-Etxea, el ayuntamiento o e el local del orfeón fueron al menos parcialmente destruidos. La Legión Condor participó en estos ataques, y en abril de 1937 el comandante alemán Richtofen describía la ciudad incendiada, especialmente el centro de la misma, y mencionaba la labor de la aviación italiana en dichos ataques. No se dispone de información suficiente para especificar el número de víctimas, pero faltando datos de bastantes de estos bombardeos al menos hubo al menos 77 muertos y 116 heridos. ;Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el ?caso Guernica?, Sedmay, Madrid, 1976, pp. 98-132.  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Euzkadi  El Liberal  La Gaceta del Norte  El Noticiero Bilbaíno  El Nervión  Testimonio de George Steer;;;
Elgeta;8;Desde 08/10/1936 hasta 24/04/1937;541781.4911;4776392.476;Franquista;La aviación franquista bombardeó Elgeta en ocho ocasiones. Los daños materiales fueron cuantiosos. En abril de 1937, el comandante de la Legión Condor Richtofen escribió: ? Elgeta, de la que se encargaron totalmente los italianos el día 23, presenta un aspecto horroroso. Muy buenos efectos del bombardeo, los impactos cayeron muy apretadamente. Mejor que entre nosotros. Cuando ellos encuentran objetivo y atinan lo cual no ocurre a menudo, no vuelve a crecer la hierba.? Al visitar el día 26 Elgeta escribió: ?Todavía examinamos Elgeta a fondo. Impresión de un magnífico efecto de los bombardeos italianos, plenamente confirmada mediante un examen más preciso?. No se tiene datos sobre el número de víctimas que pudieron causar estos bombardeos.  ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el ?caso Guernica?, Sedmay, Madrid, 1976, pp. 98-132.  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  El Liberal  El Noticiero Bilbaíno  Euzkadi  El Nervión  Testimonio de George Steer;;;
Elgeta;3;25/10/1936  30/10/1936  22/12/1936;541722.4352;4776204.317;Republicano;La aviación republicana bombardeó las posiciones franquistas en la zona de Elgeta en tres ocasiones entre octubre y diciembre de 1936. No se dispone de información sobe las consecuencias de estos ataques. ;Euzkadi  El Liberal  El Noticiero Bilbaíno;;;
Elgoibar;1;31/03/1937;547515.6014;4784865.476;Franquista;La aviación franquista bombardeó la zona de Elgoibar el 31 de marzo de 1937, causando daños importantes en la fábrica de San Pedro. No se dispone de información sobre si hubo víctimas. ;Euzkadi;;;
Hernani;4;Desde 20/08/1937 hasta 11/09/1936;583257.9172;4791049.829;Franquista;Hernani fue bombardeado en cuatro ocasiones entre agosto y septiembre de 1936. Fueron alcanzados el convento de los Agustinos, utilizados por las milicias nacionalistas y el local de Izquierda Republicana así como la zona entre el cementerio y el hospital, además de otros edificios. Hubo un total de 5 muertos y 11 heridos a consecuencia de estos ataques. ;El Liberal  Euzkadi  El Noticiero Bilbaíno  Frente Popular  La Gaceta del Norte  El Nervión;;;
Intxorta;5;Desde 01/04/1937 hasta 24/04/1937;540727.5932;4775426.849;Franquista;La aviación franquista bombardeó en cinco ocasiones la zona de Intxorta en abril de 1937. La Legión Condor alemana, específicamente los grupos J/88 y K/88 participaron en estos ataques, así como la aviación italiana. No se dispone de datos sobre el número de víctimas que pudieran haber causado. ;Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el ?caso Guernica?, Sedmay, Madrid, 1976, pp. 98-132.  Euzkadi;;;
Irun;1;28/08/1936;598112.2688;4799191.145;Republicano;La aviación republicana bombardeó las posiciones franquistas en la zona de Irún. No se dispone de información acerca de las consecuencias de dicho ataque. ;Euzkadi;;;
Irun;13;Desde 20/08/1936 hasta 04/09/1936;597422.84;4799104.912;Franquista;Irún fue bombardeado en trece ocasiones entre agosto y septiembre de 1936. Las zonas de Saroya y San Marcial, la plaza, la estación ferroviaria, el ayuntamiento, el cuartel, el convento de los Escolapios, el Círculo Republicano y la fábrica de cerillas resultaron dañados. La Legión Condor alemana y la aviación italiana participaron en estos ataques. Para el final de la ofensiva, las crónicas del "Euzkadi" hablan de que ?Irún está ardiendo. Es una inmensa hoguera?. Se desconoce el número de víctimas que pudieron causar estos ataques. ;Attivitá Giornaliera dell?Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Euzkadi  El Liberal  El Noticiero Bilbaíno  Frente Popular  La Gaceta del Norte  El Nervión;;;
Jaizkibel;1;10/09/1936;592702.8894;4799772.353;Republicano;La aviación republicana dejó caer muchas bombas en la zona de Jaizkibel, entre Pasaia, Lezo y Hondarribia, causando grandes daños y bajas en las filas franquistas, según las crónicas.;El Noticiero Bilbaíno  El Liberal  Euzkadi;;;
Monte Karabieta;1;18/11/1936;542243.335;4777405.082;Franquista;La aviación franquista bombardeó las posiciones republicanas en la zona de Karabieta, en Elgeta, el 18 de noviembre de 1936. No hubo víctimas. ;Euzkadi;;;
Lasarte;5;Desde 27/08/1936 hasta 11/09/1936;579521.5867;4791098.863;Franquista;La aviación franquista bombardeó la zona de Lasarte en cinco ocasiones entre agosto y septiembre de 1936. Varios edificios fueron gravemente dañados. Se registraron un muerto y tres heridos, si bien en dos de los ataques no se dispone de información a este respecto. ;Frente Popular  Euzkadi  El Liberal  El Noticiero Bilbaíno;;;
Leintz-Gatzaga;1;10/03/1937;535177.1551;4759434.059;Republicano;La aviación republicana bombardeó el 10 de marzo de 1936 la zona de San Martín en Leintz-Gatzaga, destruyendo las posiciones franquistas de dicho sector. Las crónicas periodísticas no daban más información. ;El Liberal  Euzkadi;;;
Lezo;1;26/08/1936;589207.0334;4797071.08;Franquista;La aviación franquista bombardeó la zona de Lezo. Fue dañado el local de Izquierda Republicana en esta localidad. Hubo tres muertos y cinco heridos a causa de este ataque. ;El Liberal  Euzkadi  La Gaceta del Norte  El Noticiero Bilbaíno  Frente Popular  El Nervión;;;
Bombardeo de los Cuarteles de Loyola (Donostia);1;27/07/1937;583844;4795747;Republicano;Los Cuarteles de Loyola, en los que se habían atrincherado algunos sublevados, fueron bombardeados primero por una avioneta y después por un trimotor, mediante obuses y bombas incendiarias. En ?El Liberal? del día 29 de julio se menciona el bombardeo y se habla de un enorme cráter abierto por el trimotor y de 6 heridos, cuatro graves y dos muy graves. ;El Liberal  Frente Popular;;;
Monte Murugain;2;02/04/1937  04/04/1937;538325.4399;4766729.923;Franquista;La aviación franquista bombardeó las posiciones republicanas en la zona del monte Murugain, entre Aramaio y Arrasate. No se dispone de información sobre las consecuencias de dichos ataques. ;Partes de Misión de las Fuerzas Aéreas del Norte. (PMFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO);;;
Mutriku;2;24/10/1936  23/12/1936;549881.2038;4795029.02;Republicano;La aviación republicana bombardeó Mutriku en dos ocasiones, en octubre  y en diciembre de 1936. Según las crónicas, se lanzaron gran cantidad de proyectiles. No se dispone de información sobre las víctimas que pudiera haber habido. ;El Liberal  El Noticiero Bilbaíno  Euzkadi  La Gaceta del Norte;;;
Oiartzun;;08/08/1936  09/08/1936  11/08/1936;592442.164;4794651.026;Republicano;Oiartzun, y en concreto las zonas de Arkale y Pokokieta, fueron bombardeadas en tres ocasiones por la aviación republicana. Un caserío llamado "Ugandecho" fue destruido. Se "El Liberal" estaba siendo utilizado como cuartel por los franquistas. ;Frente Popular  El Liberal  Euzkadi;;;
Pasaia;1;04/12/1936;588539;4796949;Republicano;Un trimotor republicano bombardeó el puerto de Pasaia, pero debido a la niebla no pudo cumplir con todos los objetivos asignados. No se da más información.;El Liberal  El Noticiero Bilibaíno  Euzkadi  La Gaceta del Norte;;;
